31,0,157,-32.6433
42,0,182,-32.5659
46,0,160,-32.0312
39,0,179,-32.5922
53,0,211,-32.5829
42,0,164,-32.5549
37,0,166,-32.253
48,0,171,-32.6374
26,0,125,-32.44
44,0,159,-32.3522
45,0,185,-32.2324
45,0,170,-31.8588
23,0,168,-32.7143
53,0,151,-32.1192
23,0,96,-32.3542
38,0,187,-32.016
37,0,170,-32.4647
50,0,195,-32.2051
34,0,151,-32.5298
47,0,184,-32.0924
36,0,178,-32.4607
36,0,171,-32.7135
48,0,167,-32.4012
35,0,218,-32.578
62,0,188,-32.633
43,0,172,-32.1744
57,0,187,-32.1551
60,0,161,-32.2422
64,0,217,-32.6636
37,0,146,-32.2055
45,0,174,-32.6149
26,0,188,-32.75
27,0,138,-32.6522
31,0,193,-32.4819
22,0,159,-32.6981
47,0,194,-32.4742
51,0,188,-32.2447
46,0,161,-32.2919
39,0,164,-32.5488
22,0,139,-32.8777
21,0,151,-32.5695
55,0,166,-32.0422
32,0,160,-32.6313
56,0,174,-32.2816
64,0,185,-32.2486
40,0,153,-32.4444
47,0,166,-32.4337
35,0,180,-32.6778
30,0,171,-32.7895
43,0,178,-32.4157
27,0,176,-32.8693
37,0,174,-32.6667
51,0,175,-32.5829
63,0,168,-32.5774
51,0,153,-32.4444
53,0,169,-32.4852
41,0,148,-32.2905
44,0,173,-32.5491
44,0,172,-32.4942
30,0,149,-32.4966
44,0,174,-32.2299
26,0,165,-32.6303
23,0,178,-32.5674
20,0,155,-32.8194
28,0,161,-32.8075
26,0,216,-32.5185
40,0,161,-32.677
62,0,166,-32.3373
42,0,172,-32.5291
47,0,178,-32.2753
22,0,189,-32.6085
45,0,171,-32.3918
52,0,170,-32.3647
49,0,182,-32.2637
35,0,167,-32.8263
21,0,158,-32.9114
61,0,188,-32.5585
31,0,175,-32.3143
61,0,162,-32.537
61,0,159,-32.4591
60,0,240,-32.2125
44,0,150,-32.6867
56,0,192,-32.2969
39,0,166,-32.6205
29,0,188,-32.6064
33,0,186,-32.1828
65,0,174,-31.7874
41,0,95,-32.4316
45,0,177,-32.2147
62,0,200,-31.845
43,0,155,-32.4581
35,0,175,-32.5771
55,0,184,-32.3478
24,0,168,-32.8452
21,0,172,-32.8081
28,0,155,-32.7677
38,0,123,-32.6748
30,0,152,-32.3816
37,0,151,-32.4967
54,3,179,-32.1564
54,12,164,-32.3476
28,3,151,-32.2185
53,2,146,-32.363
45,6,165,-32.2303
33,7,159,-32.7107
44,5,176,-32.3011
53,0,181,-32.6022
39,0,179,-32.5084
58,0,179,-32.2291
32,0,149,-32.5973
34,12,160,-32.7437
33,2,177,-32.6893
23,2,168,-32.9345
50,0,180,-32.5833
37,2,156,-32.7051
71,0,190,-32.4368
50,0,168,-32.369
21,1,169,-32.7456
63,8,170,-32.3353
27,7,156,-32.7756
33,0,137,-32.8759
51,2,178,-32.4663
32,0,154,-32.5325
27,0,241,-32.3693
70,13,166,-32.1386
25,0,185,-32.5838
76,20,186,-31.9731
30,0,159,-32.4528
25,0,172,-32.7035
38,3,170,-32.2941
50,14,167,-32.2455
32,6,166,-32.4578
49,4,195,-32.3436
43,9,137,-32.4964
46,0,361,-32.3657
47,8,183,-31.8743
42,0,157,-32.3057
52,0,164,-32.5488
25,5,145,-32.7241
37,0,155,-32.4903
37,16,140,-32.4857
24,3,160,-32.6125
54,10,185,-32.3081
49,0,158,-32.5696
26,2,144,-32.8472
41,0,148,-32.3919
51,0,161,-32.5404
47,0,186,-32.1237
39,2,172,-32.4767
55,15,158,-32.7342
43,9,162,-32.7407
25,0,151,-32.3245
32,0,161,-32.7888
26,0,134,-32.9701
35,0,165,-32.4364
22,0,167,-32.7066
22,0,168,-32.4226
49,0,155,-32.6129
27,0,136,-32.5809
29,0,157,-32.4968
56,0,177,-32.2938
27,0,149,-32.7852
28,0,182,-32.2802
35,0,168,-32.6429
40,0,170,-32.7588
24,3,123,-32.5935
20,1,172,-32.8547
36,2,164,-32.5732
43,2,197,-32.2995
21,3,147,-32.6599
37,0,153,-32.5098
25,0,175,-32.5371
20,0,173,-32.9827
44,0,178,-32.3539
24,0,161,-32.795
69,0,177,-32.5254
24,0,178,-32.7022
24,0,153,-32.8366
21,0,158,-32.6899
43,0,179,-32.1117
30,0,147,-32.5646
30,0,159,-32.2453
51,0,183,-31.9672
72,0,182,-32.5659
29,0,157,-32.5732
42,0,178,-32.1461
27,0,174,-32.7931
64,0,165,-31.897
38,0,178,-32.2022
22,0,42,-31.9048
51,0,186,-32.129
31,0,157,-32.3376
25,0,149,-32.6913
36,0,141,-32.5532
21,0,137,-32.7883
27,0,157,-32.4459
22,0,154,-32.539
74,0,162,-32.3025
22,0,150,-32.9267
23,0,163,-32.4908
33,0,165,-32.6364
26,0,137,-32.562
51,0,101,-32.2277
37,0,185,-32.2432
32,0,167,-32.2814
35,0,143,-32.6364
37,0,169,-32.8817
36,0,181,-32.3039
24,0,172,-32.7151
24,0,153,-32.5817
50,0,149,-32.7383
20,0,156,-32.5192
27,0,175,-32.5371
23,0,139,-32.7122
42,0,167,-32.5988
24,0,159,-32.2893
27,0,154,-32.3442
20,0,156,-32.25
20,0,151,-32.7748
22,0,150,-32.9467
30,0,153,-32.3856
24,4,132,-32.7727
30,0,166,-32.506
24,0,148,-32.7162
23,0,147,-32.8095
44,0,176,-32.3977
41,0,145,-32.9655
27,0,166,-32.5422
22,0,146,-32.8904
30,0,148,-32.5
53,0,174,-32.023
35,0,180,-32.3389
25,0,158,-32.8861
20,0,185,-32.827
20,0,74,-32.8514
36,0,175,-32.5314
26,0,164,-32.4512
29,0,153,-32.7124
22,0,181,-32.7735
23,0,156,-32.5321
36,0,184,-32.337
31,0,164,-32.4634
24,0,156,-32.8141
24,0,183,-32.0546
20,0,157,-32.6752
47,0,162,-32.7037
21,0,165,-32.5879
32,0,167,-32.4132
