Reference	Position	Spanning_Reads	Bases_Mapped	A_Freq	T_Freq	G_Freq	C_Freq	N_freq	MismatchFreq	InsertionFreq	DeletionFreq	BCErrorFreq	MeanQual
host-tRNA-Ala-GGC-1-1	1	3	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0
host-tRNA-Ala-GGC-1-1	2	3	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.666666666666666
host-tRNA-Ala-GGC-1-1	3	3	3	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.3333333333333333	17.0
host-tRNA-Ala-GGC-1-1	4	3	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.666666666666668
host-tRNA-Ala-GGC-1-1	5	6	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.166666666666666
host-tRNA-Ala-GGC-1-1	6	6	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.16666666666666666	12.8
host-tRNA-Ala-GGC-1-1	7	16	16	1.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0625	7.375
host-tRNA-Ala-GGC-1-1	8	16	16	0.0625	0.0	0.875	0.0625	0.0	0.125	0.0	0.0	0.125	7.3125
host-tRNA-Ala-GGC-1-1	9	230	230	0.017391304347826087	0.013043478260869565	0.0	0.9695652173913043	0.0	0.030434782608695653	0.0	0.0	0.030434782608695653	8.817391304347826
host-tRNA-Ala-GGC-1-1	10	332	330	0.996969696969697	0.0	0.0	0.0030303030303030303	0.0	0.0030303030303030303	0.0	0.006024096385542169	0.009036144578313253	10.124242424242425
host-tRNA-Ala-GGC-1-1	11	907	906	0.9172185430463576	0.0033112582781456954	0.0739514348785872	0.005518763796909493	0.0	0.08278145695364239	0.0011037527593818985	0.0011025358324145535	0.08489525909592062	12.55739514348786
host-tRNA-Ala-GGC-1-1	12	1031	1030	0.003883495145631068	0.0	0.9941747572815534	0.001941747572815534	0.0	0.005825242718446602	0.000970873786407767	0.0009699321047526673	0.007759456838021339	16.10970873786408
host-tRNA-Ala-GGC-1-1	13	1129	1122	0.9723707664884136	0.0053475935828877	0.0071301247771836	0.015151515151515152	0.0	0.027629233511586453	0.0017825311942959	0.006200177147918512	0.0354295837023915	17.959001782531196
host-tRNA-Ala-GGC-1-1	14	1583	1581	0.9930423782416192	0.0006325110689437065	0.006325110689437065	0.0	0.0	0.006957621758380772	0.007590132827324478	0.0012634238787113076	0.015792798483891344	21.120809614168248
host-tRNA-Ala-GGC-1-1	15	1628	1623	0.0012322858903265558	0.0006161429451632779	0.9981515711645101	0.0	0.0	0.0018484288354898336	0.0024645717806531116	0.003071253071253071	0.007371007371007371	24.450400492914355
host-tRNA-Ala-GGC-1-1	16	1650	1643	0.9908703590992087	0.0012172854534388314	0.004869141813755326	0.0030432136335970784	0.0	0.009129640900791236	0.0030432136335970784	0.004242424242424243	0.016363636363636365	27.460742544126596
host-tRNA-Ala-GGC-1-1	17	1650	1650	0.9884848484848485	0.0006060606060606061	0.009696969696969697	0.0012121212121212121	0.0	0.011515151515151515	0.0012121212121212121	0.0	0.012727272727272728	24.773333333333333
host-tRNA-Ala-GGC-1-1	18	1650	1650	0.0012121212121212121	0.0024242424242424242	0.9951515151515151	0.0012121212121212121	0.0	0.0048484848484848485	0.0018181818181818182	0.0	0.006666666666666667	24.394545454545455
host-tRNA-Ala-GGC-1-1	19	1650	1643	0.002434570906877663	0.0006086427267194157	0.0012172854534388314	0.995739500912964	0.0	0.00426049908703591	0.019476567255021303	0.004242424242424243	0.027878787878787878	26.775410833840535
host-tRNA-Ala-GGC-1-1	20	1650	1637	0.0030543677458766036	0.0018326206475259622	0.0012217470983506415	0.9938912645082468	0.0	0.006108735491753207	0.005497861942577886	0.00787878787878788	0.019393939393939394	27.028100183262065
host-tRNA-Ala-GGC-1-1	21	1650	1608	0.007462686567164179	0.9794776119402985	0.003109452736318408	0.009950248756218905	0.0	0.020522388059701493	0.005597014925373134	0.025454545454545455	0.05090909090909091	27.740671641791046
host-tRNA-Ala-GGC-1-1	22	1650	1583	0.018951358180669616	0.002526847757422615	0.9747315224257739	0.003790271636133923	0.0	0.025268477574226154	0.0018951358180669614	0.040606060606060604	0.06666666666666667	28.500315855969678
host-tRNA-Ala-GGC-1-1	23	1650	1544	0.017487046632124352	0.0006476683937823834	0.9760362694300518	0.005829015544041451	0.0	0.023963730569948185	0.0051813471502590676	0.06424242424242424	0.09151515151515152	28.750647668393782
host-tRNA-Ala-GGC-1-1	24	1650	1118	0.3372093023255814	0.5733452593917711	0.0	0.08944543828264759	0.0	1.0	0.0035778175313059034	0.32242424242424245	1.0024242424242424	26.296064400715565
host-tRNA-Ala-GGC-1-1	25	1650	1626	0.033825338253382534	0.07318573185731857	0.8923739237392374	0.0006150061500615006	0.0	0.10762607626076261	0.004305043050430504	0.014545454545454545	0.12484848484848485	24.987084870848708
host-tRNA-Ala-GGC-1-1	26	1650	1640	0.013414634146341463	0.006707317073170732	0.9780487804878049	0.001829268292682927	0.0	0.02195121951219512	0.003658536585365854	0.006060606060606061	0.03151515151515152	28.32560975609756
host-tRNA-Ala-GGC-1-1	27	1650	1637	0.014050091631032376	0.004276114844227245	0.981062919975565	0.0006108735491753207	0.0	0.018937080024434942	0.002443494196701283	0.00787878787878788	0.02909090909090909	24.512522907758093
host-tRNA-Ala-GGC-1-1	28	1650	1636	0.006723716381418093	0.0012224938875305623	0.9908312958435208	0.0012224938875305623	0.0	0.009168704156479218	0.004278728606356968	0.008484848484848486	0.02181818181818182	24.084963325183374
host-tRNA-Ala-GGC-1-1	29	1650	1633	0.000612369871402327	0.003674219228413962	0.000612369871402327	0.9951010410287814	0.0	0.004898958971218616	0.000612369871402327	0.010303030303030303	0.01575757575757576	24.127985303123086
host-tRNA-Ala-GGC-1-1	30	1650	1575	0.009523809523809525	0.9834920634920635	0.006349206349206349	0.0006349206349206349	0.0	0.01650793650793651	0.0019047619047619048	0.045454545454545456	0.06303030303030303	24.17142857142857
host-tRNA-Ala-GGC-1-1	31	1650	1514	0.9035667107001321	0.0019815059445178335	0.083223249669749	0.011228533685601057	0.0	0.0964332892998679	0.010568031704095112	0.08242424242424243	0.1806060606060606	24.73778071334214
host-tRNA-Ala-GGC-1-1	32	1650	1559	0.0006414368184733803	0.9044259140474663	0.01603592046183451	0.07889672867222579	0.0	0.09557408595253368	0.005131494547787043	0.05515151515151515	0.1503030303030303	24.758178319435537
host-tRNA-Ala-GGC-1-1	33	1650	1576	0.958756345177665	0.014593908629441625	0.018401015228426396	0.008248730964467006	0.0	0.041243654822335024	0.006345177664974619	0.044848484848484846	0.0903030303030303	25.68274111675127
host-tRNA-Ala-GGC-1-1	34	1650	1635	0.001834862385321101	0.00672782874617737	0.9896024464831804	0.001834862385321101	0.0	0.010397553516819572	0.0024464831804281344	0.00909090909090909	0.02181818181818182	20.586544342507644
host-tRNA-Ala-GGC-1-1	35	1650	1619	0.0030883261272390363	0.004941321803582459	0.0030883261272390363	0.9888820259419395	0.0	0.011117974058060531	0.016676961087090797	0.018787878787878787	0.04606060606060606	21.508956145768995
host-tRNA-Ala-GGC-1-1	36	1650	1638	0.009768009768009768	0.9853479853479854	0.002442002442002442	0.002442002442002442	0.0	0.014652014652014652	0.028693528693528692	0.007272727272727273	0.0503030303030303	23.045787545787547
host-tRNA-Ala-GGC-1-1	37	1650	1621	0.0012338062924120913	0.016656384947563233	0.0006169031462060457	0.9814929056138186	0.0	0.01850709438618137	0.003701418877236274	0.017575757575757574	0.03939393939393939	23.233189389265885
host-tRNA-Ala-GGC-1-1	38	1650	1626	0.7982779827798278	0.007995079950799507	0.1924969249692497	0.0012300123001230013	0.0	0.2017220172201722	0.005535055350553505	0.014545454545454545	0.21878787878787878	22.670971709717097
