20,0,74,-33
24,0,100,-33
20,0,168,-32.9881
61,0,205,-32.6244
53,0,159,-32.5912
44,0,163,-32.9939
53,0,167,-32.7844
51,0,173,-32.9653
53,0,195,-32.7231
25,0,163,-32.9448
44,0,162,-32.8457
66,0,187,-32.6524
45,0,171,-32.9181
34,0,168,-32.6845
49,0,178,-33
57,0,158,-32.5
54,0,186,-32.6935
32,0,157,-32.758
28,0,139,-32.9137
65,0,174,-32.1897
41,0,184,-32.788
37,0,181,-32.8287
61,0,176,-32.8125
38,0,183,-32.8033
66,0,246,-32.626
38,0,161,-32.6522
46,0,168,-32.2917
41,0,169,-32.929
54,0,166,-32.512
51,0,164,-32.5915
27,0,183,-32.9235
64,0,176,-32.3409
54,0,176,-32.6875
65,0,177,-32.0169
33,0,168,-32.8929
38,0,175,-32.5829
31,0,175,-32.8629
26,0,176,-32.7102
37,0,190,-33
49,0,178,-32.618
26,0,179,-32.9777
36,0,188,-32.734
38,0,177,-32.9944
51,0,180,-32.8167
35,0,165,-32.9455
36,0,174,-32.6609
39,0,157,-32.9427
25,0,346,-32.8584
33,0,202,-32.995
49,0,158,-32.7911
37,0,180,-32.8889
27,0,141,-32.8582
54,0,228,-32.6579
36,0,158,-33
60,0,166,-32.6928
37,0,173,-32.9364
25,0,192,-33
30,0,150,-32.6533
33,0,226,-32.8805
30,0,173,-32.6647
44,0,186,-32.4301
63,0,153,-32.5229
39,0,171,-32.4152
26,0,160,-32.9562
71,0,185,-32.573
60,0,182,-32.533
54,0,167,-32.7665
47,0,170,-32.9647
51,0,179,-32.648
38,0,178,-32.9551
30,0,153,-32.8758
49,0,173,-32.7168
58,0,111,-32.2252
44,0,170,-32.7059
26,0,188,-32.8085
33,0,163,-32.5828
64,0,168,-32.6845
63,0,164,-32.7012
53,0,158,-32.5127
39,0,172,-32.814
56,0,165,-32.5879
50,0,175,-32.5086
47,0,164,-32.5488
41,0,177,-32.9548
56,0,110,-32.3636
51,0,183,-32.6995
37,0,175,-32.8514
71,0,164,-32.3293
53,0,195,-32.6051
37,0,158,-32.8291
48,0,181,-32.6133
49,0,154,-32.6494
51,0,179,-32.7318
52,0,107,-32.4206
38,0,228,-33
44,0,164,-32.8476
41,0,161,-32.8882
25,0,175,-32.8514
39,0,123,-32.935
66,0,348,-32.6983
31,0,197,-32.9086
44,0,163,-32.0613
25,0,203,-32.734
32,0,187,-32.877
47,0,190,-32.7895
30,0,223,-32.9148
38,0,326,-32.9417
41,0,149,-32.9262
29,0,162,-32.7778
49,0,170,-32.5529
21,0,154,-33
37,0,147,-32.7347
40,0,173,-32.8902
29,0,151,-33
34,0,156,-33
38,0,137,-32.7445
29,0,176,-32.9773
41,0,167,-32.8743
44,0,159,-32.5346
44,0,168,-32.5893
39,0,172,-32.7093
32,0,147,-32.6531
