22,0,84,-32.9524
38,0,107,-32.2897
41,2,99,-31.404
43,2,110,-31.5091
33,0,84,-32.2143
25,0,80,-31.8375
26,0,101,-31.5941
36,0,104,-32.5769
58,0,114,-32.4737
50,0,116,-32.4741
55,0,106,-32.5094
38,0,106,-32.8585
23,0,105,-32.6762
21,0,91,-31.978
44,0,112,-32.4375
43,0,105,-32.5905
41,0,109,-32.633
35,0,103,-32.4466
39,1,106,-32.2736
31,0,97,-32.6186
41,0,92,-32.587
39,3,101,-32.802
30,0,95,-32.6105
42,0,103,-32.3786
30,0,98,-32.898
41,0,105,-32.7714
57,0,109,-32.2018
31,0,83,-32.4578
31,0,91,-31.8681
49,0,107,-32.3271
39,1,112,-32.4554
40,0,104,-32.3269
24,0,100,-32.4
29,0,106,-32.8019
35,1,111,-32.6216
37,0,116,-32.4052
46,0,101,-32.802
27,0,100,-32.6
22,0,87,-32.7126
22,0,65,-32.6615
25,0,107,-32.4206
26,0,97,-32.567
30,0,93,-32.6559
25,0,112,-32.9643
20,0,90,-32.7889
23,0,79,-32.4937
20,0,100,-32.69
20,0,61,-32.9508
47,0,114,-32.6316
29,0,98,-32.6939
24,0,97,-33
26,0,89,-32.8202
25,0,102,-31.6765
25,0,93,-32.5376
63,0,120,-32.275
28,0,116,-31.9655
27,0,109,-31.4771
31,0,103,-32.1942
54,0,120,-32.075
35,0,86,-32.7209
44,0,102,-32.1471
23,0,86,-32.8953
28,0,226,-32.9779
25,0,111,-32.7477
22,0,75,-32.9333
22,0,79,-32
51,0,104,-32.5385
31,0,108,-32.2778
27,2,103,-32.8835
38,0,95,-31.8
25,0,88,-32.1364
40,0,95,-32.5789
53,0,105,-32.019
59,0,101,-32.4356
37,0,94,-31.883
20,0,96,-32.4792
35,0,84,-31.7857
24,0,94,-32.3936
29,0,106,-32.2642
30,0,81,-32.642
31,0,94,-32.6489
48,0,98,-31.7959
26,0,76,-32.6974
34,0,107,-32.5514
42,0,101,-31.3663
48,0,103,-31.9029
27,0,91,-32.1758
26,0,80,-32.3125
39,0,88,-32.0682
27,0,101,-32.7624
27,0,95,-32.5263
43,0,101,-32.3366
29,0,137,-32.7153
24,0,105,-32.4381
28,0,85,-32.7294
26,0,94,-32.2872
55,0,118,-32.2881
31,0,104,-31.5673
41,0,112,-32.2321
34,0,106,-32.1226
20,0,91,-32.4835
21,7,81,-32.5062
20,0,313,-33
21,0,79,-32.5823
26,0,71,-32.2817
47,0,111,-31.973
34,0,86,-31.6279
29,0,97,-32.4227
37,0,78,-31.9744
25,0,67,-31.9254
26,0,74,-32.6351
24,0,91,-32.3956
37,0,97,-31.8763
44,0,103,-32.534
30,0,98,-32.3163
33,0,94,-32.1809
44,0,106,-32.2453
42,3,108,-32.2407
31,0,89,-32.7753
51,0,115,-32.313
23,0,83,-32.4819
50,4,105,-32.3524
38,0,98,-32.2143
37,0,85,-32.0824
56,3,111,-32.045
30,0,105,-31.9524
40,0,100,-32.7
26,0,94,-32.5426
55,0,109,-31.8165
53,2,113,-32.292
27,0,78,-32
25,0,96,-31.8021
45,3,104,-32.0673
28,1,111,-32.3333
42,0,95,-32.1263
20,0,96,-31.9479
42,2,101,-32.0693
38,2,110,-32.3455
24,0,83,-32.8313
55,0,107,-31.8131
43,0,104,-31.9135
30,2,85,-33
39,0,96,-32.0417
45,0,222,-32.518
35,0,92,-32
39,0,95,-32.5053
35,0,98,-32.3163
26,0,91,-32.3956
